CustomerKey,GeographyKey,Title,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,Phone,DateFirstPurchase,CommuteDistance
19789,8,MRS.,GLORIA,MUNOZ,10/8/1977,M,F,gloria7@adventure-works.com,80000,2,High School,Skilled Manual,1,2,658 Liscome Way,1 (11) 500 555-0168,2/13/2021,5-10 Miles
19790,11,MS.,AMY,WU,4/25/1978,S,F,amy14@adventure-works.com,80000,2,High School,Skilled Manual,0,2,6946 Ridge Circle,1 (11) 500 555-0127,2/12/2021,1-2 Miles
19791,20,MR.,WARREN,ZHOU,10/6/1977,S,M,warren24@adventure-works.com,80000,2,High School,Skilled Manual,1,2,1893 Northridge Drive,1 (11) 500 555-0197,2/8/2021,5-10 Miles
19792,11,MS.,CRISTINA,NARA,2/23/1979,S,F,cristina15@adventure-works.com,70000,2,High School,Professional,0,2,7128 Paris Lane,1 (11) 500 555-0196,2/21/2021,1-2 Miles
19793,8,MS.,TINA,SMITH,11/19/1978,S,F,tina10@adventure-works.com,70000,2,High School,Professional,1,2,7546 Woodside Court,1 (11) 500 555-0187,2/17/2021,5-10 Miles
19794,28,MR.,DANNY,ORTEGA,11/8/1984,S,M,danny23@adventure-works.com,70000,2,High School,Professional,1,2,7428 Donegal Court,1 (11) 500 555-0126,1/31/2021,5-10 Miles
19795,40,MR.,CASEY,NAVARRO,7/13/1979,M,M,casey33@adventure-works.com,100000,1,Bachelors,Management,1,3,1426 Waterfall Way,1 (11) 500 555-0124,2/4/2021,0-1 Miles
19796,4,MR.,MARSHALL,XIE,5/12/1980,S,M,marshall24@adventure-works.com,120000,5,Bachelors,Management,1,4,7665 Terrace Road,1 (11) 500 555-0179,7/29/2022,2-5 Miles
19797,36,MR.,CLARENCE,LIU,5/23/1980,S,M,clarence40@adventure-works.com,130000,0,Graduate Degree,Management,1,3,1726 Chestnut,1 (11) 500 555-0118,2/10/2021,0-1 Miles
19798,12,MRS.,BIANCA,MA,5/6/1986,M,F,bianca12@adventure-works.com,110000,4,Bachelors,Management,1,4,3165 Willowwood Ct.,1 (11) 500 555-0118,7/28/2022,2-5 Miles
19799,385,MR.,AUSTIN,TAYLOR,12/15/1994,S,M,austin46@adventure-works.com,80000,0,Bachelors,Management,1,1,637 Lindsey Court,621-555-0135,3/8/2023,2-5 Miles
19800,339,MS.,LAUREN,WHITE,9/10/1994,S,F,lauren31@adventure-works.com,80000,0,Bachelors,Management,0,1,6904 Sunset Way,981-555-0176,11/22/2022,2-5 Miles
19801,54,MR.,JOHN,LEE,10/4/2001,S,M,john56@adventure-works.com,30000,0,High School,Professional,1,2,2767 Seaview Dr.,913-555-0143,11/25/2022,5-10 Miles
19802,56,MS.,SARA,JAMES,1/10/1996,S,F,sara8@adventure-works.com,30000,0,High School,Professional,0,2,546 Leonard Ct,142-555-0175,7/16/2020,1-2 Miles
19803,611,MR.,JERMAINE,MEHTA,10/4/2001,S,M,jermaine12@adventure-works.com,30000,0,Partial High School,Skilled Manual,0,2,4442 Carlos Dr.,197-555-0160,3/26/2023,1-2 Miles
19804,539,MR.,CAMERON,FOSTER,8/13/2001,S,M,cameron11@adventure-works.com,60000,0,Partial College,Professional,0,2,4128 Stanford Way,120-555-0136,1/2/2023,5-10 Miles
19805,301,MS.,MARIAH,BUTLER,8/2/2001,S,F,mariah19@adventure-works.com,60000,0,Partial College,Professional,0,2,9601 Rainier Dr,364-555-0160,11/24/2022,5-10 Miles
19806,302,MS.,NANCY,PEREZ,8/22/1995,S,F,nancy24@adventure-works.com,60000,0,Partial College,Professional,1,2,9791 Harvard Court,737-555-0153,1/27/2023,5-10 Miles
19807,15,MRS.,SHANNON,ZHAO,10/21/1980,M,F,shannon11@adventure-works.com,110000,1,Bachelors,Management,1,1,1415 Edwards Ave,1 (11) 500 555-0193,1/6/2023,2-5 Miles
19808,326,MRS.,BROOKE,KELLY,7/26/1987,M,F,brooke2@adventure-works.com,130000,0,Graduate Degree,Management,1,3,890 Breck Court,466-555-0171,1/20/2023,0-1 Miles
19809,335,MR.,ERIC,SHARMA,10/20/1993,M,M,eric38@adventure-works.com,130000,0,Graduate Degree,Management,1,3,2119 Little Dr,695-555-0124,9/23/2022,1-2 Miles
19810,369,MR.,OSCAR,LONG,4/14/1979,S,M,oscar17@adventure-works.com,60000,2,High School,Professional,1,2,950 Norman Ave.,602-555-0169,4/13/2023,5-10 Miles
19811,552,MR.,EVAN,ALLEN,4/21/1979,M,M,evan42@adventure-works.com,60000,2,High School,Professional,0,2,1940 Detroit Ave.,757-555-0188,1/20/2023,5-10 Miles
19812,312,MS.,SYDNEY,MORGAN,8/13/1984,S,F,sydney6@adventure-works.com,70000,2,Partial College,Professional,1,0,3538 Esperanza Drive,187-555-0175,1/28/2023,5-10 Miles
19813,618,MRS.,REBECCA,PEREZ,7/16/1978,M,F,rebecca14@adventure-works.com,80000,2,Bachelors,Management,1,0,7529 Potomac Drive,333-555-0157,1/25/2023,0-1 Miles
19814,302,MR.,BLAKE,WASHINGTON,8/12/1978,M,M,blake61@adventure-works.com,80000,2,Bachelors,Management,1,1,4324 Freedom Ct.,763-555-0126,1/4/2023,2-5 Miles
19815,638,MR.,CHRISTIAN,THOMPSON,10/6/1978,M,M,christian51@adventure-works.com,80000,2,Bachelors,Management,1,1,5637 Boyd Road,237-555-0184,2/23/2023,2-5 Miles
19816,536,MR.,LUCAS,BROWN,11/15/1984,M,M,lucas17@adventure-works.com,90000,2,Partial College,Professional,1,1,3396 El Dorado Way,875-555-0124,2/12/2023,5-10 Miles
19817,51,MS.,MORGAN,FLORES,8/5/1983,S,F,morgan82@adventure-works.com,60000,2,High School,Professional,1,2,9809 Cardinet Drive,607-555-0156,7/29/2022,5-10 Miles
19818,326,MRS.,BRIANNA,ANDERSON,7/17/1977,M,F,brianna8@adventure-works.com,60000,2,High School,Professional,0,2,917 Mark Twain Dr.,394-555-0134,1/18/2023,5-10 Miles
19819,343,MR.,ANDREW,BROWN,11/9/1977,M,M,andrew13@adventure-works.com,60000,2,High School,Professional,0,2,4350 Mota Dr.,987-555-0117,3/26/2023,5-10 Miles
19820,336,MRS.,ALEXANDRA,COLEMAN,8/31/1977,M,F,alexandra29@adventure-works.com,60000,2,High School,Professional,0,2,3469 Fish Ct.,621-555-0199,9/20/2022,1-2 Miles
19821,300,MRS.,TABITHA,VAZQUEZ,12/8/1988,M,F,tabitha35@adventure-works.com,70000,3,Partial College,Professional,0,2,1133 Fillet Ave,627-555-0117,2/25/2023,5-10 Miles
19822,51,MR.,CARLOS,ADAMS,1/24/1992,M,M,carlos42@adventure-works.com,90000,4,Partial College,Professional,1,3,2079 Mountaire Pkwy.,167-555-0143,11/30/2022,2-5 Miles
19823,60,MRS.,ABIGAIL,FOSTER,4/26/1987,M,F,abigail41@adventure-works.com,90000,4,Partial College,Professional,1,3,4665 Military Way E.,897-555-0167,5/5/2023,2-5 Miles
19824,609,MR.,JORDAN,PERRY,11/13/1986,S,M,jordan4@adventure-works.com,90000,5,Partial College,Professional,1,3,9287 Pecan Pl,562-555-0196,2/8/2023,2-5 Miles
19825,311,MR.,GILBERT,FERRIER,8/13/1986,M,M,gilbert42@adventure-works.com,120000,2,Bachelors,Management,1,4,3624 Garland Drive,345-555-0149,11/17/2022,2-5 Miles
19826,41,MR.,CLARENCE,ZHAO,8/2/1991,S,M,clarence6@adventure-works.com,80000,4,Bachelors,Management,1,0,4900 La Salle St.,968-555-0116,7/15/2022,2-5 Miles
19827,53,MR.,JUSTIN,SMITH,3/8/1991,M,M,justin32@adventure-works.com,80000,4,Bachelors,Management,1,0,623 Davis Ave.,617-555-0179,1/3/2023,0-1 Miles
19828,62,MRS.,MADISON,WILSON,7/5/1985,M,F,madison7@adventure-works.com,80000,4,Bachelors,Management,1,0,3017 Buskirk Ave.,793-555-0191,1/20/2023,2-5 Miles
19829,62,MR.,LUCAS,MITCHELL,3/2/1985,S,M,lucas3@adventure-works.com,60000,3,Graduate Degree,Professional,0,0,3450 Villageoaks Dr.,491-555-0164,8/2/2020,0-1 Miles
19830,51,MS.,GABRIELLE,LONG,12/20/1989,S,F,gabrielle32@adventure-works.com,70000,1,Bachelors,Professional,1,1,9818 Frisbie Court,328-555-0139,7/28/2020,2-5 Miles
19831,358,MR.,CHARLES,GREEN,2/20/1984,M,M,charles34@adventure-works.com,70000,1,Partial College,Skilled Manual,1,1,6090 San Francisco,118-555-0181,2/12/2023,0-1 Miles
19832,307,MRS.,SHEILA,HERNANDEZ,5/21/1994,M,F,sheila4@adventure-works.com,40000,4,High School,Skilled Manual,0,3,2100 Grant Street,202-555-0187,5/19/2023,5-10 Miles
19833,539,MRS.,MICHELLE,KELLY,8/22/1963,M,F,michelle4@adventure-works.com,50000,4,Bachelors,Management,1,2,1104 Colton Ln,763-555-0131,9/13/2022,10+ Miles
19834,612,MR.,JOHNNY,SHARMA,2/2/1964,M,M,johnny10@adventure-works.com,50000,4,Bachelors,Management,1,2,9811 Toledo,395-555-0165,11/16/2022,10+ Miles
19835,545,MRS.,JORDAN,ALLEN,7/9/1963,M,F,jordan52@adventure-works.com,60000,3,Graduate Degree,Management,1,2,2553 Croyden Dr.,461-555-0187,5/19/2023,10+ Miles
19836,51,MR.,KEVIN,JAI,2/2/1964,M,M,kevin35@adventure-works.com,60000,3,Graduate Degree,Management,0,2,5087 Pastime Drive,861-555-0126,8/19/2022,1-2 Miles
19837,299,MR.,PHILIP,JIMENEZ,9/4/1974,M,M,philip5@adventure-works.com,70000,5,Bachelors,Management,1,2,2059 Brookdale Dr,842-555-0128,2/21/2023,10+ Miles
19838,552,MR.,JARED,RAMIREZ,4/16/1964,M,M,jared10@adventure-works.com,70000,5,Bachelors,Management,1,2,3978 Spring Hill Dr.,979-555-0180,2/4/2023,10+ Miles
19839,41,MRS.,CARLY,YUAN,1/19/1965,M,F,carly6@adventure-works.com,60000,3,Graduate Degree,Management,0,2,5831 Mountain View Place,938-555-0142,9/17/2022,1-2 Miles
19840,329,MRS.,JESSICA,JAMES,3/10/1965,M,F,jessica20@adventure-works.com,60000,4,Graduate Degree,Management,1,2,9770 Fraga Court,983-555-0126,5/30/2023,10+ Miles
19841,316,MRS.,ALEXANDRIA,JENKINS,9/30/1970,M,F,alexandria7@adventure-works.com,70000,5,Bachelors,Management,0,2,3274 Reading Dr,741-555-0112,2/21/2023,1-2 Miles
19842,611,MRS.,KATHERINE,PHILLIPS,10/29/1964,M,F,katherine54@adventure-works.com,70000,5,Bachelors,Management,1,2,6414 Honey Court,998-555-0115,3/30/2023,10+ Miles
19843,326,MR.,CONNOR,KUMAR,6/16/1970,S,M,connor23@adventure-works.com,70000,5,Bachelors,Management,1,2,1855 Rio Blanco Drive,652-555-0150,3/7/2023,10+ Miles
19844,59,MRS.,EMMA,MURPHY,3/2/1965,M,F,emma32@adventure-works.com,70000,5,Bachelors,Management,1,2,3754 Alray Drive,831-555-0134,9/15/2020,1-2 Miles
19845,648,MR.,FERNANDO,HERNANDEZ,8/7/1964,M,M,fernando24@adventure-works.com,70000,5,Bachelors,Management,1,2,1156 Corte Poquito,207-555-0132,3/13/2023,10+ Miles
19846,548,MR.,SETH,PATTERSON,4/20/1965,M,M,seth58@adventure-works.com,70000,5,Bachelors,Management,1,2,2093 Frayne Ct.,652-555-0172,3/5/2023,10+ Miles
19847,49,MR.,BRENDAN,ANAND,8/25/1964,S,M,brendan20@adventure-works.com,70000,5,Bachelors,Management,1,2,769 Algiers Drive,744-555-0142,4/18/2023,10+ Miles
19848,611,MR.,BRYANT,MALHOTRA,8/12/1964,M,M,bryant5@adventure-works.com,80000,5,Bachelors,Management,1,2,1362 Somerset Place,405-555-0129,5/22/2023,5-10 Miles
19849,298,MR.,JORGE,WU,4/12/1971,M,M,jorge8@adventure-works.com,40000,4,High School,Professional,0,2,4732 Mt. Hood Circle,276-555-0137,9/24/2022,10+ Miles
19850,338,MR.,JEREMIAH,HILL,1/14/1966,M,M,jeremiah16@adventure-works.com,40000,4,High School,Professional,0,2,2354 Frame Ln.,452-555-0170,5/25/2023,1-2 Miles
19851,301,MR.,LOUIS,PAL,12/2/1966,S,M,louis28@adventure-works.com,70000,4,Bachelors,Management,1,2,3752 San Ramon Valley Blvd.,277-555-0119,11/3/2022,10+ Miles
19852,626,MR.,ERIC,CARTER,4/22/1967,S,M,eric52@adventure-works.com,70000,5,Bachelors,Management,1,2,3409 Meadowbrook Court,556-555-0163,8/18/2022,10+ Miles
19853,305,MR.,RICKY,RAMOS,8/9/1973,M,M,ricky18@adventure-works.com,70000,5,Bachelors,Management,1,3,2141 Pepperridge Way,905-555-0186,3/13/2023,2-5 Miles
19854,347,MS.,KATHERINE,HALL,4/15/1968,S,F,katherine95@adventure-works.com,70000,5,Bachelors,Management,1,3,2386 Juniper Drive,419-555-0137,3/3/2023,10+ Miles
19855,60,MR.,JOHN,SMITH,2/22/1973,M,M,john37@adventure-works.com,70000,5,Bachelors,Management,1,3,9869 Fall Creek,835-555-0141,10/21/2020,2-5 Miles
19856,301,MRS.,TAMMY,MADAN,12/14/1967,M,F,tammy8@adventure-works.com,60000,4,Bachelors,Management,1,2,7421 Palisade Court,875-555-0133,11/1/2022,2-5 Miles
19857,368,MS.,MEGAN,ROGERS,3/12/1968,S,F,megan30@adventure-works.com,60000,4,Bachelors,Management,1,2,9006 Woodside Way,496-555-0117,9/23/2022,10+ Miles
19858,548,MRS.,JENNA,COLLINS,4/21/1968,M,F,jenna2@adventure-works.com,60000,4,Bachelors,Management,1,2,8600 Camelot Court,229-555-0196,5/5/2023,10+ Miles
19859,302,MRS.,LISA,ZHAO,1/8/1800,M,F,lisa14@adventure-works.com,60000,4,Bachelors,Management,1,2,491 Cali,432-555-0153,10/20/2022,10+ Miles
19860,607,MS.,SARA,YOUNG,4/11/1969,S,F,sara44@adventure-works.com,70000,2,Partial College,Professional,1,1,5793 St. Helena Drive,729-555-0182,7/30/2022,10+ Miles
19861,542,MRS.,CAROLINE,PERRY,3/3/1969,M,F,caroline9@adventure-works.com,70000,2,Partial College,Professional,1,1,8325 Newcastle Rd,125-555-0159,11/13/2022,2-5 Miles
19862,63,MRS.,EMILY,HARRIS,2/7/1970,M,F,emily14@adventure-works.com,40000,2,High School,Professional,0,2,4203 Windmill Way,141-555-0154,9/29/2022,2-5 Miles
19863,612,MRS.,PAIGE,POWELL,3/13/1970,M,F,paige9@adventure-works.com,60000,2,Partial College,Professional,1,1,3399 Climbing Dr,868-555-0111,6/5/2023,10+ Miles
19864,547,MR.,ISAIAH,BROOKS,6/16/1970,M,M,isaiah1@adventure-works.com,60000,2,Partial College,Professional,1,1,9353 Creekside Dr.,886-555-0188,12/2/2022,10+ Miles
19865,553,MRS.,HAILEY,BUTLER,8/4/1969,M,F,hailey34@adventure-works.com,60000,2,Partial College,Professional,1,2,3936 Cleveland Rd.,783-555-0174,9/5/2022,2-5 Miles
19866,307,MR.,MARTIN,PATEL,12/15/1969,M,M,martin8@adventure-works.com,60000,2,Partial College,Professional,1,2,5728 Benedict Ct.,995-555-0197,2/28/2023,10+ Miles
19867,307,MR.,JUAN,SANCHEZ,6/19/1970,M,M,juan28@adventure-works.com,60000,2,Partial College,Professional,1,2,1084 Meadow Glen Way,890-555-0159,9/30/2022,2-5 Miles
19868,345,MR.,KYLE,JENKINS,6/23/1970,S,M,kyle2@adventure-works.com,60000,2,Bachelors,Management,1,0,4798 Macaroon Drive,458-555-0162,3/29/2023,10+ Miles
19869,383,MRS.,CAROL,BROOKS,11/18/1969,M,F,carol23@adventure-works.com,70000,4,Partial College,Professional,1,2,3326 Indianhead Ct.,322-555-0180,3/14/2023,1-2 Miles
19870,54,MR.,JAMES,MARTIN,10/13/1976,M,M,james87@adventure-works.com,40000,2,Partial High School,Skilled Manual,1,2,9996 Solano Drive,627-555-0119,8/30/2022,10+ Miles
19871,638,MR.,BRYCE,RIVERA,3/13/1976,S,M,bryce16@adventure-works.com,60000,2,Partial College,Professional,1,2,5086 Rampo Ct.,874-555-0150,1/26/2023,10+ Miles
19872,49,MRS.,FAITH,FOSTER,9/19/1982,M,F,faith15@adventure-works.com,40000,2,Partial High School,Skilled Manual,0,2,2076 Westover Dr,201-555-0197,6/10/2023,2-5 Miles
19873,58,MR.,DYLAN,THOMAS,1/31/1972,S,M,dylan41@adventure-works.com,40000,2,Partial High School,Skilled Manual,1,2,4225 Almond Drive,200-555-0184,9/8/2022,10+ Miles
19874,70,MRS.,SARA,ROGERS,9/19/1982,M,F,sara21@adventure-works.com,40000,2,Partial High School,Skilled Manual,1,3,2061 Normal Ave.,120-555-0113,11/7/2020,10+ Miles
19875,611,MR.,PATRICK,JAMES,11/16/1971,M,M,patrick5@adventure-works.com,60000,2,Partial College,Professional,1,2,6872 Jimno Ave.,199-555-0131,9/25/2022,2-5 Miles
19876,302,MR.,NATHAN,EDWARDS,12/11/1971,M,M,nathan31@adventure-works.com,60000,2,Partial College,Professional,0,1,6050 Camino Ricardo,463-555-0137,12/2/2022,2-5 Miles
19877,307,MR.,STEVE,ZHENG,4/19/1977,M,M,steve22@adventure-works.com,60000,2,Partial College,Professional,1,1,525 Sea Point Way,183-555-0122,2/4/2023,2-5 Miles
19878,331,MRS.,MORGAN,JACKSON,1/24/1972,M,F,morgan34@adventure-works.com,70000,4,Partial College,Professional,1,1,6102 Lakeview Place,296-555-0186,5/10/2023,1-2 Miles
19879,335,MR.,IAN,GREEN,11/14/1971,M,M,ian29@adventure-works.com,70000,4,Partial College,Professional,1,1,7922 Rancho View Drive,183-555-0146,8/5/2022,1-2 Miles
19880,348,MRS.,EMMA,BENNETT,11/13/1971,M,F,emma49@adventure-works.com,70000,4,Partial College,Professional,0,1,2217 Pueblo Dr.,408-555-0111,8/31/2022,1-2 Miles
19881,369,MR.,AIDAN,LONG,10/19/1971,M,M,aidan10@adventure-works.com,80000,3,Bachelors,Management,1,1,5800 Abbey Court,967-555-0155,8/30/2022,1-2 Miles
19882,374,MR.,RICHARD,PHILLIPS,12/21/1971,S,M,richard34@adventure-works.com,80000,3,Bachelors,Management,1,1,5234 Esperanza Drive,882-555-0162,12/15/2022,5-10 Miles
19883,385,MR.,KEVIN,YOUNG,4/16/1972,M,M,kevin53@adventure-works.com,80000,3,Bachelors,Management,1,2,7286 Norris Court,230-555-0112,3/25/2023,5-10 Miles
19884,66,MR.,JAMES,SIMMONS,4/5/1978,M,M,james31@adventure-works.com,60000,2,High School,Professional,1,2,3445 Fine Drive,151-555-0130,12/22/2020,2-5 Miles
19885,609,MR.,ISAAC,TURNER,3/21/1973,S,M,isaac27@adventure-works.com,60000,2,High School,Professional,1,2,6169 Delacy Ave.,827-555-0120,5/31/2023,10+ Miles
19886,623,MR.,MARCUS,BUTLER,1/29/1973,M,M,marcus64@adventure-works.com,60000,2,High School,Professional,1,2,2735 Acardia Pl.,834-555-0187,9/13/2022,10+ Miles
19887,553,MRS.,OLIVIA,WALKER,6/16/1973,M,F,olivia22@adventure-works.com,60000,2,Partial College,Professional,0,1,6389 Atherton Circle,577-555-0116,5/20/2023,2-5 Miles
19888,325,MR.,CARSON,WASHINGTON,7/2/1972,S,M,carson12@adventure-works.com,60000,2,Partial College,Professional,1,2,3809 Lancelot Dr.,518-555-0192,12/25/2022,10+ Miles
19889,316,MS.,CATHERINE,SANDERS,12/19/1973,S,F,catherine4@adventure-works.com,70000,2,Partial High School,Skilled Manual,0,2,65 Joseph Ave,669-555-0129,3/26/2023,2-5 Miles
19890,312,MR.,LEE,ALVAREZ,8/19/1979,S,M,lee2@adventure-works.com,70000,2,Partial High School,Skilled Manual,1,2,4569 La Salle Ct.,843-555-0135,12/18/2022,10+ Miles
19891,616,MRS.,JENNIFER,MORGAN,5/16/1974,M,F,jennifer58@adventure-works.com,60000,2,High School,Professional,1,2,4837 Mohr Lane,179-555-0118,9/16/2022,2-5 Miles
19892,358,MR.,RICHARD,CAMPBELL,11/20/1973,M,M,richard35@adventure-works.com,60000,2,High School,Professional,1,2,1349 Steven Way,817-555-0174,9/29/2022,2-5 Miles
19893,627,MR.,EVAN,BAKER,2/18/1979,S,M,evan32@adventure-works.com,60000,2,High School,Professional,1,2,9896 Ida Ave,665-555-0181,6/15/2023,10+ Miles
19894,609,MR.,ELIJAH,SHARMA,1/10/1974,S,M,elijah4@adventure-works.com,60000,2,High School,Professional,1,2,8561 Hilltop Road,783-555-0176,10/31/2022,10+ Miles
19895,301,MR.,RICKY,JIMENEZ,2/19/1979,M,M,ricky5@adventure-works.com,60000,2,High School,Professional,1,2,8211 Fremont Street,291-555-0134,6/8/2023,10+ Miles
19896,546,MRS.,KAITLYN,THOMAS,2/12/1979,M,F,kaitlyn33@adventure-works.com,60000,2,High School,Professional,1,2,8914 Amador Ct.,364-555-0125,8/29/2022,10+ Miles
19897,361,MS.,GABRIELLA,NELSON,10/5/1974,S,F,gabriella32@adventure-works.com,70000,4,Partial College,Professional,1,1,6671 Santa Barbara,183-555-0176,4/21/2023,10+ Miles
19898,177,MS.,DESIREE,SERRANO,11/7/1979,S,F,desiree13@adventure-works.com,130000,2,Bachelors,Management,0,4,Klara Straße 844,1 (11) 500 555-0168,5/22/2023,0-1 Miles
19899,223,MR.,MARCUS,RICHARDSON,9/12/1989,M,M,marcus85@adventure-works.com,110000,2,Partial College,Professional,1,3,"33, quai de l´ Iton",1 (11) 500 555-0140,5/24/2022,5-10 Miles
19900,155,MRS.,ZOE,RICHARDSON,8/8/1978,M,F,zoe8@adventure-works.com,120000,2,High School,Professional,1,4,Heideweg 1459,1 (11) 500 555-0181,1/28/2023,5-10 Miles
19901,178,MR.,RONALD,SARA,10/19/1984,M,M,ronald12@adventure-works.com,130000,3,Partial College,Professional,1,3,Königstr 486,1 (11) 500 555-0154,5/15/2021,5-10 Miles
19902,208,MR.,JOHNNY,PAL,3/12/1978,M,M,johnny13@adventure-works.com,100000,2,Partial College,Professional,1,4,"67, avenue de Villiers",1 (11) 500 555-0174,5/21/2022,5-10 Miles
19903,184,MR.,MARCUS,NELSON,6/3/1978,S,M,marcus37@adventure-works.com,100000,2,High School,Professional,1,4,"5, rue des Bouchers",1 (11) 500 555-0181,5/1/2022,5-10 Miles
19904,121,MRS.,JASMINE,GRAY,9/11/1977,M,F,jasmine34@adventure-works.com,120000,3,High School,Professional,1,4,Erftplatz 990,1 (11) 500 555-0129,5/19/2021,5-10 Miles
19905,275,MS.,CHELSEA,FERNANDEZ,10/18/1983,S,F,chelsea17@adventure-works.com,170000,3,Partial College,Professional,0,4,662 T St.,1 (11) 500 555-0120,4/3/2023,0-1 Miles
19906,277,MR.,ARMANDO,MUÑOZ,10/31/1977,M,M,armando7@adventure-works.com,170000,3,High School,Professional,1,4,7072 Meadow Lane,1 (11) 500 555-0129,1/10/2023,0-1 Miles
19907,222,MR.,BRUCE,DIAZ,4/3/1977,M,M,bruce25@adventure-works.com,100000,2,High School,Professional,1,4,"461, boulevard Beau Marchais",1 (11) 500 555-0143,3/6/2023,10+ Miles
19908,200,MS.,PAMELA,PRASAD,1/4/1977,S,F,pamela12@adventure-works.com,100000,2,High School,Professional,1,4,"870, rue de Fontfroide",1 (11) 500 555-0149,5/26/2023,10+ Miles
19909,143,MR.,GEOFFREY,CHANDRA,9/5/1976,M,M,geoffrey2@adventure-works.com,110000,3,Partial College,Professional,1,4,Galeriestr 6816,1 (11) 500 555-0158,10/31/2022,10+ Miles
19910,162,MR.,ORLANDO,RUBIO,12/1/1976,M,M,orlando21@adventure-works.com,130000,3,Partial College,Professional,1,3,Viktoria-Luise-Platz 464,1 (11) 500 555-0159,6/18/2021,5-10 Miles
19911,250,MS.,VALERIE,CHEN,1/15/1977,S,F,valerie3@adventure-works.com,130000,3,Partial College,Professional,0,3,1739 Sun View Terr,1 (11) 500 555-0121,4/13/2022,0-1 Miles
19912,261,MRS.,TARA,XIE,5/24/1993,M,F,tara3@adventure-works.com,160000,2,High School,Professional,1,3,6512 Cypress Ave,1 (11) 500 555-0133,4/20/2022,0-1 Miles
19913,220,MRS.,JENNIFER,PEREZ,12/3/1965,M,F,jennifer14@adventure-works.com,70000,5,High School,Professional,1,2,"210, rue Maillard",1 (11) 500 555-0187,7/29/2022,2-5 Miles
19914,188,MR.,WILLIE,MA,10/25/1965,M,M,willie14@adventure-works.com,80000,5,Bachelors,Management,1,2,"24, place de Brazaville",1 (11) 500 555-0122,11/15/2022,2-5 Miles
19915,149,MRS.,CLAUDIA,MCDONALD,3/20/1966,M,F,claudia10@adventure-works.com,100000,2,Graduate Degree,Management,1,4,Altendorfer Straße 99,1 (11) 500 555-0123,6/10/2023,2-5 Miles
19916,273,MRS.,KATIE,XIE,6/5/1966,M,F,katie6@adventure-works.com,170000,3,Graduate Degree,Management,1,2,2614 Park Glen Ct.,1 (11) 500 555-0145,5/12/2022,0-1 Miles
19917,275,MRS.,JENNY,CHANDER,2/4/1971,M,F,jenny38@adventure-works.com,170000,3,Bachelors,Management,1,3,6177 Ana Mile,1 (11) 500 555-0142,5/7/2022,0-1 Miles
19918,277,MRS.,JOY,ALONSO,10/17/1965,M,F,joy9@adventure-works.com,170000,4,Bachelors,Management,1,3,1697 Charlotte Court,1 (11) 500 555-0129,5/8/2022,0-1 Miles
19919,265,MRS.,REBEKAH,JOHNSEN,7/17/1972,M,F,rebekah25@adventure-works.com,150000,3,Graduate Degree,Management,1,4,Welt Platz 9,1 (11) 500 555-0126,10/14/2022,0-1 Miles
19920,194,MS.,MEREDITH,SANCHEZ,10/7/1967,S,F,meredith20@adventure-works.com,90000,5,Partial College,Professional,1,2,"60, rue Lauriston",1 (11) 500 555-0188,7/23/2022,10+ Miles
19921,150,MS.,CARA,CAI,2/1/1973,S,F,cara17@adventure-works.com,110000,3,Bachelors,Management,1,4,Postfach 66 07 00,1 (11) 500 555-0110,9/14/2022,10+ Miles
19922,215,MS.,NANCY,GONZALEZ,4/23/1976,S,F,nancy22@adventure-works.com,90000,4,High School,Professional,1,1,"6, rue Lafayette",1 (11) 500 555-0157,5/16/2022,10+ Miles
19923,202,MR.,JOE,PRASAD,5/2/1976,M,M,joe12@adventure-works.com,100000,3,High School,Professional,1,3,"440, rue de Linois",1 (11) 500 555-0143,10/1/2022,10+ Miles
19924,121,MR.,DOUGLAS,PEREZ,4/16/1981,M,M,douglas25@adventure-works.com,120000,2,Partial High School,Professional,1,2,Wasserstr 25,1 (11) 500 555-0147,6/10/2021,5-10 Miles
19925,133,MRS.,MADISON,JENKINS,5/13/1976,M,F,madison42@adventure-works.com,130000,3,Partial College,Professional,1,4,Hauptstr 2929,1 (11) 500 555-0184,12/9/2022,0-1 Miles
19926,236,MRS.,ALEXANDRIA,DIAZ,11/3/1975,M,F,alexandria22@adventure-works.com,130000,3,Partial College,Professional,0,4,873 South Ranchford Ct,1 (11) 500 555-0141,9/7/2022,5-10 Miles
19927,270,MR.,RUBEN,FERNANDEZ,1/23/1976,M,M,ruben17@adventure-works.com,170000,5,High School,Professional,1,4,989 Caravelle Ct,1 (11) 500 555-0166,12/30/2022,0-1 Miles
19928,273,MRS.,JAIME,SANZ,5/31/1981,M,F,jaime22@adventure-works.com,170000,0,High School,Professional,1,4,2298 Pinto Rd,1 (11) 500 555-0161,10/4/2022,0-1 Miles
19929,211,MR.,DALE,CHANDER,9/12/1980,M,M,dale13@adventure-works.com,100000,3,Bachelors,Management,1,3,5662 Leland Way,1 (11) 500 555-0197,8/31/2022,10+ Miles
19930,149,MR.,TONY,TANG,2/3/1975,M,M,tony7@adventure-works.com,110000,2,Partial College,Professional,0,2,Kurfürstenstr 5234,1 (11) 500 555-0117,5/31/2021,10+ Miles
